id,title,budget,release_date,revenue,runtime,status
8037,The Wave,5904067,2015-08-28,12975143,104,Released
8038,The Way Back,30000000,2010-09-03,20348249,133,Released
8039,The Way Home,2000000,2002-04-05,,80,Released
8040,The Way Way Back,4600000,2013-06-06,23198652,103,Released
8041,The Way of the Dragon,130000,1972-06-01,85000000,100,Released
8042,The Way of the Gun,8500000,2000-09-08,19125401,119,Released
8043,The Weather Man,20000000,2005-10-20,12482775,101,Released
8044,The Wedding Banquet,1000000,1993-08-04,6933459,109,Released
8045,The Wedding Date,15000000,2005-02-04,47175038,88,Released
8046,The Wedding Planner,35000000,2001-01-26,94728529,103,Released
8047,The Wedding Ringer,23000000,2015-01-16,79799880,101,Released
8048,The Wedding Singer,18000000,1998-02-13,123306987,95,Released
8049,The Weight of Water,16000000,2000-09-25,109130,113,Released
8050,The Whip and the Body,66500,1963-08-29,,87,Released
8051,The White King,2494400,2017-01-27,,89,Released
8052,The White Massai,7000000,2005-09-14,,131,Released
8053,The White Ribbon,15238800,2009-05-21,,144,Released
8054,The White Sound,250000,2001-12-31,,107,Released
8055,The Whole Nine Yards,41300000,2000-02-18,106371651,98,Released
8056,The Whole Ten Yards,40000000,2004-04-07,26155781,98,Released
8057,The Whole Wide World,1300000,1996-12-20,,106,Released
8058,The Wicked,800000,2013-03-20,,105,Released
8059,The Wicker Man,40000000,2006-09-01,38755073,102,Released
8060,The Wicker Tree,7750000,2011-08-27,,96,Released
8061,The Wild,80000000,2006-03-06,37384046,94,Released
8062,The Wild Bunch,6244087,1969-06-17,638641,145,Released
8063,The Wild Geese,10000000,1978-07-05,,134,Released
8064,The Wild Thornberrys Movie,35000000,2002-12-20,,85,Released
8065,The Wind Rises,30000000,2013-07-20,117932401,126,Released
8066,The Wind That Shakes the Barley,6500000,2006-06-23,22889018,124,Released
8067,The Wind in the Willows,12,1996-10-16,1,84,Released
8068,The Winter War,4414000,1989-12-30,,189,Released
8069,The Witch,3500000,2016-02-19,40423945,92,Released
8070,The Wiz,24000000,1978-10-24,21049053,134,Released
8071,The Wizard,6000000,1989-12-15,14278900,100,Released
8072,The Wizard of Gore,60000,1970-10-23,,95,Released
8073,The Wizard of Oz,2777000,1939-08-15,33754967,102,Released
8074,The Wolf of Wall Street,100000000,2013-12-25,392000694,180,Released
8075,The Wolfman,150000000,2010-02-11,,102,Released
8076,The Wolverine,120000000,2013-07-23,415440673,126,Released
8077,The Woman Who Dreamed of a Man,4000000,2010-01-21,,100,Released
8078,The Woman in Black,17000000,2012-02-01,127730736,95,Released
8079,The Woman in Black 2: Angel of Death,1000000,2014-12-30,26501323,90,Released
8080,The Woman in Red,25300000,1984-08-15,,87,Released
8081,The Women,1688000,1939-01-01,2270000,133,Released
8082,The Women,16000000,2008-09-12,50007546,114,Released
8083,The Wood,6000000,1999-07-16,25059640,106,Released
8084,The Woodcarver,3000000,2012-03-05,,96,Released
8085,The Words,6000000,2012-09-07,13231461,96,Released
8086,The Work and the Glory,7500000,2004-11-24,3347647,110,Released
8087,The Work and the Glory II: American Zion,6500000,2005-10-21,2025032,100,Released
8088,The Work and the Glory III: A House Divided,6500000,2006-11-22,1325092,89,Released
8089,The World According to Garp,17000000,1982-08-13,29712172,136,Released
8090,The World Is Not Enough,135000000,1999-11-08,361832400,128,Released
8091,The World's End,20000000,2013-07-18,46089287,109,Released
8092,The World's Fastest Indian,25000000,2005-10-12,,127,Released
8093,The Worst Christmas of My Life,6843500,2012-12-22,10703234,0,Released
8094,The Wounds,10000,1998-05-27,150000,103,Released
8095,The Wraith,2700000,1986-11-21,3500000,93,Released
8096,The Wrestler,6000000,2008-09-07,44703995,109,Released
8097,The Wrong Man,1200000,1956-12-22,2000000,105,Released
8098,The X Files,66000000,1998-06-19,189198313,121,Released
8099,The X Files: I Want to Believe,30000000,2008-07-24,68369434,104,Released
8100,The Year of Living Dangerously,6000000,1982-12-17,1317657,115,Released
8101,The Yellow Handkerchief,15000000,2008-12-17,317000,102,Released
8102,The Young Messiah,18500000,2016-03-10,6490401,120,Released
8103,The Young Victoria,35000000,2009-03-04,27409889,105,Released
8104,The Young and Prodigious T.S. Spivet,33000000,2013-10-16,9494789,105,Released
8105,The Zero Theorem,8500000,2014-01-02,770706,107,Released
8106,The Zookeeper's Wife,20000000,2017-03-31,13162475,126,Released
8107,The chosen,1000000,2006-06-02,,92,Released
8108,The magnetic man,262000,2009-10-16,,79,Released
8109,Their Finest,32745300,2017-04-06,12173470,117,Released
8110,Thelma & Louise,16000000,1991-05-24,45361000,130,Released
8111,Them!,23000000,1954-06-16,,94,Released
8112,Theodore Rex,33500000,1995-12-14,,92,Released
8113,There Goes My Baby,10500000,1994-09-02,123509,99,Released
8114,There Will Be Blood,25000000,2007-12-28,77208711,158,Released
8115,There's Something About Mary,23000000,1998-07-15,369884651,119,Released
8116,They,17000000,2002-11-01,,89,Released
8117,They Call Me Jeeg Robot,1900000,2015-05-12,,112,Released
8118,They Call Us Misfits,12000,1968-03-25,,100,Released
8119,They Have Escaped,1400000,2014-08-01,,101,Released
8120,They Live,4000000,1988-11-23,13008928,94,Released
8121,They Nest,4000000,2000-01-01,,92,Released
8122,They Will Have to Kill Us First,522360,2015-10-13,,105,Released
8123,They're Watching,3650000,2016-03-25,,95,Released
8124,Thick Lashes of Lauri Mäntyvaara,1254040,2017-07-28,,90,Released
8125,Thick as Thieves,25000000,2009-01-09,,104,Released
8126,Thief of Hearts,9000000,1984-10-19,10364904,100,Released
8127,Things We Lost in the Fire,16000000,2007-09-26,2849142,113,Released
8128,Things to Come,2100000,2016-03-16,282382,102,Released
8129,Things to Do in Denver When You're Dead,8000000,1995-12-01,529766,116,Released
8130,Think Like a Man,12000000,2012-04-16,96070507,122,Released
8131,Think Like a Man Too,24000000,2014-06-20,70181428,105,Released
8132,Third Person,28000000,2013-09-09,1749201,137,Released
8133,Thirst,5000000,2009-04-30,,133,Released
8134,Thirteen,2000000,2003-08-20,4601043,100,Released
8135,Thirteen Days,80000000,2000-12-24,34566746,145,Released
8136,This Christmas,13000000,2007-11-27,,117,Released
8137,This Is 40,35000000,2012-12-20,88058786,134,Released
8138,This Is Elvis,5000000,1981-04-04,2028612,144,Released
8139,This Is England,2380000,2006-09-12,8176544,101,Released
8140,This Is It,60000000,2009-10-28,,111,Released
8141,This Is Spinal Tap,2500000,1984-05-04,4736202,82,Released
8142,This Is Where I Leave You,19800000,2014-09-10,41296320,103,Released
8143,This Is the End,32000000,2013-06-12,126041322,107,Released
8144,This Island Earth,800000,1955-06-01,,87,Released
8145,This Means War,65000000,2012-02-14,156974557,103,Released
8146,This Must Be the Place,25000000,2011-10-01,11790979,118,Released
8147,This is Sodom,2745000,2010-08-05,5850000,88,Released
8148,Thor,150000000,2011-04-21,449326618,115,Released
8149,Thor: The Dark World,170000000,2013-10-29,644571402,112,Released
8150,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,5600000,1965-06-03,29950000,138,Released
8151,Three Can Play That Game,1000000,2007-01-01,,87,Released
8152,Three Fugitives,15000000,1989-01-27,40590000,96,Released
8153,Three Kings,75000000,1999-09-27,108000000,114,Released
8154,Three Little Pigs,15719,1933-05-27,,8,Released
8155,Three Lives and Only One Death,500000,1996-05-15,,123,Released
8156,Three Orphan Kittens,25771,1935-10-26,,9,Released
8157,Three to Tango,20000000,1999-10-22,,98,Released
8158,Throw Momma from the Train,14000000,1987-12-11,57915972,88,Released
8159,Thumbelina,28000000,1994-03-30,11373501,87,Released
8160,Thunder and the House of Magic,34000000,2013-12-24,,85,Released
8161,Thunderball,5500000,1965-12-16,141195658,130,Released
8162,Thunderbirds,57000000,2004-07-23,28283637,95,Released
8163,Ticker,7000000,2001-01-01,,92,Released
8164,Ticking Clock,6000000,2011-01-04,,101,Released
8165,Ticks,2000000,1993-10-12,,85,Released
8166,Tidal Wave,16000000,2009-06-06,11301649,120,Released
8167,Tideland,12000000,2005-09-09,566611,120,Released
8168,Tigerland,10000000,2000-09-22,,101,Released
8169,Til There Was You,1000000,1997-05-30,,113,Released
8170,Tim,600000,1979-07-13,809000,109,Released
8171,Timber Falls,2600000,2007-12-07,,97,Released
8172,Time Bandits,5000000,1981-07-13,42365581,116,Released
8173,Time Pass,200,2014-01-03,,143,Released
8174,Time Walker,750000,1982-11-01,,83,Released
8175,TimeScapes,350000,2012-06-01,,52,Released
8176,Timecode,4000000,2000-03-22,,97,Released
8177,Timecop,27000000,1994-09-15,101646581,99,Released
8178,Timecrimes,2600000,2007-09-20,553198,92,Released
8179,Timeline,80000000,2003-11-26,43935763,116,Released
8180,Tin Cup,45000000,1996-08-16,53854588,135,Released
8181,Tinker Bell,48000000,2008-10-27,,78,Released
8182,Tinker Tailor Soldier Spy,30000000,2011-09-16,,127,Released
8183,Tiny Furniture,65000,2010-11-12,416498,99,Released
8184,Titan A.E.,75000000,2000-06-16,36754634,94,Released
8185,Titanic,200000000,1997-11-18,1845034188,194,Released
8186,Titanic,1805000,1953-04-11,4905000,98,Released
8187,Titanic,13000000,1996-11-17,,173,Released
8188,To Be and to Have,1000000,2002-05-19,,104,Released
8189,To Catch a Thief,2500000,1955-08-03,8750000,106,Released
8190,To Die For,20000000,1995-05-20,21284514,106,Released
8191,To Kill a Mockingbird,2000000,1962-12-25,13129846,129,Released
8192,To Mars by A-Bomb: The Secret History of Project Orion,175000,2003-03-26,,60,Released
8193,To Rob a Thief,4002313,2007-08-31,6,98,Released
8194,To Rome with Love,17000000,2012-04-20,73244881,111,Released
8195,"To Sir, with Love",640000,1967-06-14,,105,Released
8196,To Steal from a Thief,6700000,2016-03-03,12118661,96,Released
8197,To Write Love on Her Arms,3400000,2015-03-13,,118,Released
8198,To.get.her,86,2011-01-21,,86,Released
8199,Tom Jones,1000000,1963-10-06,37600000,128,Released
8200,Tom of Finland,4200000,2017-01-27,,115,Released
8201,Tomboy,1000000,2011-04-20,,82,Released
8202,Tombstone,25000000,1993-12-25,56505065,130,Released
8203,Tomcats,11000000,2001-03-30,23430766,95,Released
8204,Tommy,5000000,1975-03-19,34251525,111,Released
8205,Tomorrow Never Dies,110000000,1997-12-11,333011068,119,Released
8206,"Tomorrow, When the War Began",27000000,2010-08-08,16504936,103,Released
8207,Tomorrowland,190000000,2015-05-19,209154322,130,Released
8208,Tongan Ninja,50000,2002-11-08,,83,Released
8209,Toni Erdmann,3537415,2016-07-14,1390172,162,Released
8210,Tonight It's Me,25000,2014-03-22,,13,Released
8211,Too Fat Too Furious,4200000,2005-02-03,,100,Released
8212,Too Late the Hero,6250000,1970-05-20,,145,Released
8213,Too Young to Marry,2,2007-07-09,,90,Released
8214,Tooth Fairy,48000000,2010-01-14,112462508,101,Released
8215,Tooth Fairy 2,5000000,2012-03-06,,90,Released
8216,Tootsie,21000000,1982-12-16,177200000,116,Released
8217,Top Dog,6000000,1995-04-28,5093707,86,Released
8218,Top Gun,15000000,1986-05-16,356830601,110,Released
8219,Top Hat,609000,1935-09-06,3202000,101,Released
8220,Top Secret!,9000000,1984-06-08,20458340,90,Released
8221,Topaz,4000000,1969-12-18,6000000,143,Released
8222,Topper,500000,1937-07-16,,97,Released
8223,Tora! Tora! Tora!,25485000,1970-01-26,29548291,144,Released
8224,Torn Curtain,3000000,1966-07-13,13000000,128,Released
8225,Toro,4000000,2016-04-22,,105,Released
8226,Torque,40000000,2004-01-16,46546197,84,Released
8227,Torrente 5: Operación Eurovegas,9272437,2014-10-03,11672363,105,Released
8228,Tosun Pasha,64200,1976-01-01,698200,94,Released
8229,Total Recall,65000000,1990-06-01,261317921,113,Released
8230,Total Recall,125000000,2012-08-02,198802074,121,Released
8231,Touch of Evil,829000,1958-04-23,2247465,95,Released
8232,Touching Home,2000000,2008-04-29,,108,Released
8233,Tough Guys Don't Dance,5000000,1987-09-18,858250,110,Released
8234,Tour de Force,4000000,2014-08-09,,95,Released
8235,Tower Heist,75000000,2011-11-02,152930623,104,Released
8236,Town & Country,90000000,2001-04-27,10372291,104,Released
8237,Toy Reanimator,60,2002-01-01,,47,Released
8238,Toy Story,30000000,1995-10-30,373554033,81,Released
8239,Toy Story 2,90000000,1999-10-30,497366869,92,Released
8240,Toy Story 3,200000000,2010-06-16,1066969703,103,Released
8241,Traceroute,10000,2016-04-28,,120,Released
8242,Tracers,11000000,2015-01-15,593683,94,Released
8243,Track 29,5000000,1988-05-15,,86,Released
8244,Tracker,6500000,2010-05-20,,102,Released
8245,Trade,12000000,2007-01-23,,120,Released
8246,Trading Places,40600000,1983-06-07,90400000,116,Released
8247,Traffic,48000000,2000-12-27,207515725,147,Released
8248,Traffic Department,1800000,2013-01-31,,118,Released
8249,Trailer Park Boys: Countdown to Liquor Day,3500000,2009-09-25,,101,Released
8250,Trailer Park Boys: The Movie,5000000,2006-10-06,3833507,95,Released
8251,Train of Life,154790,1998-09-16,,103,Released
8252,Train to Busan,8820000,2016-07-20,2129768,118,Released
8253,Training Day,45000000,2001-10-05,104876233,122,Released
8254,Trainspotting,4000000,1996-02-23,16491080,93,Released
8255,Trainwreck,35000000,2015-07-17,140795793,125,Released
8256,Traitor,22000000,2008-08-23,23530831,114,Released
8257,Tramps,2000000,2016-09-10,,82,Released
8258,Trance,20000000,2013-03-27,24261569,101,Released
8259,Trancers,400000,1984-11-07,,77,Released
8260,Trances,200000,1981-10-03,,90,Released
8261,Transamerica,1000000,2005-12-23,13350369,103,Released
8262,Transcendence,100000000,2014-04-16,103039258,119,Released
8263,Transformers,150000000,2007-06-27,709709780,144,Released
8264,Transformers: Age of Extinction,210000000,2014-06-25,1091405097,165,Released
8265,Transformers: Dark of the Moon,195000000,2011-06-28,1123746996,154,Released
8266,Transformers: Revenge of the Fallen,150000000,2009-06-19,836297228,150,Released
8267,Transformers: The Last Knight,260000000,2017-06-21,604942143,149,Released
8268,Transit,5000000,2012-01-02,,88,Released
8269,Transporter 2,32000000,2005-08-02,85167639,87,Released
8270,Transporter 3,30000000,2008-11-26,108979549,104,Released
8271,Transsiberian,15000000,2008-01-18,5926410,111,Released
8272,Trap,200000,2007-10-27,,84,Released
8273,Trapeze,4000000,1956-05-30,14400000,105,Released
8274,Trapped,30000000,2002-09-20,6916869,106,Released
8275,Trapped,2000000,1982-05-28,,95,Released
8276,Trapped in the Closet: Chapters 23-33,750000,2012-11-23,,45,Released
8277,Travelling Salesman,12000,2012-06-16,,80,Released
8278,Treading Water,4700000,2013-09-13,,92,Released
8279,Treasure Planet,140000000,2002-11-26,109578115,95,Released
8280,Treehouse,3250000,2014-10-20,3250000,96,Released
8281,Tremors,11000000,1990-01-19,48572000,96,Released
8282,Tremors 2: Aftershocks,4000000,1996-04-09,,100,Released
8283,Tremors 4: The Legend Begins,5000000,2004-01-02,,101,Released
8284,Trespass,14000000,1992-12-25,,101,Released
8285,Trespass,36000000,2011-10-13,9612469,91,Released
8286,Tri bogatyrya i Shamakhanskaya tsaritsa,3000000,2010-12-29,19010585,73,Released
8287,Triangle,12000000,2009-10-16,,99,Released
8288,Triangle,5000000,2007-10-01,,93,Released
8289,Trick,450000,1999-07-23,2049595,89,Released
8290,Trick 'r Treat,12000000,2007-10-05,,82,Released
8291,Trigger Man,10000,2007-10-19,,80,Released
8292,Triggermen,500000,2002-01-01,,92,Released
8293,Triple 9,20000000,2016-02-19,12639297,115,Released
8294,Triple Crossed,41000,2013-11-12,,99,Released
8295,Tristan & Isolde,31000000,2006-04-07,28000000,125,Released
8296,Trois,200000,2000-02-11,1160268,93,Released
8297,Trojan War,15000000,1997-09-26,,85,Released
8298,Troll,1100000,1986-01-17,5450815,82,Released
8299,Troll Hunter,3500000,2010-10-29,4159678,103,Released
8300,Trolls,125000000,2016-10-13,346864462,92,Released
8301,Tromeo & Juliet,350000,1996-05-13,,107,Released
8302,Tron,17000000,1982-07-09,33000000,96,Released
8303,Tropic Thunder,92000000,2008-08-09,188072649,107,Released
8304,Troy,175000000,2004-05-13,497409852,163,Released
8305,Trucker,2000000,2008-04-24,,90,Released
8306,True Grit,38000000,2010-12-22,252276927,110,Released
8307,True Legend,20000000,2010-02-09,,115,Released
8308,True Lies,115000000,1994-07-14,378882411,141,Released
8309,True Memoirs of an International Assassin,40000000,2016-11-11,,98,Released
8310,True Romance,12500000,1993-09-09,12281551,120,Released
8311,Trumbo,15000000,2015-10-27,8235661,124,Released
8312,Trust,700000,1990-09-09,,107,Released
8313,Trust,9500000,2010-09-10,120000,104,Released
8314,Trust the Man,9000000,2005-09-01,,103,Released
8315,Truth,9600000,2015-09-12,2541554,121,Released
8316,Tsar,15000000,2009-11-04,,119,Released
8317,Tsotsi,3000000,2005-08-18,9879971,94,Released
8318,Tuck Everlasting,15000000,2002-10-11,19158074,90,Released
8319,Tucker and Dale vs Evil,5000000,2010-01-22,5476793,89,Released
8320,Tumbleweeds,312000,1999-11-28,1281176,102,Released
8321,Tunnel Rats,8000000,2008-05-31,,92,Released
8322,Tunnel Vision,250,1976-03-12,,70,Released
8323,Tupac: Resurrection,300000,2003-01-23,7808524,112,Released
8324,Turbo,135000000,2013-07-11,282570682,96,Released
8325,Turbo: A Power Rangers Movie,10000000,1997-03-27,17979739,99,Released
8326,Turbulence,55000000,1997-01-09,11466088,100,Released
8327,Turistas,10000000,2006-12-01,,93,Released
8328,Turk 182!,1900000,1985-02-15,,102,Released
8329,Turkey Shoot,3200000,2014-12-04,,90,Released
8330,Turkey Shoot,32000000,1982-03-25,,93,Released
8331,"Turn Me On, Dammit!",3100000,2011-08-19,,76,Released
8332,Turning Point,1680000,2009-08-13,,78,Released
8333,Tusk,2800000,2014-09-19,1826705,102,Released
8334,Tutto tutto niente niente,5579750,2012-11-30,8927600,0,Released
8335,Twelve Monkeys,29500000,1995-12-29,168840000,129,Released
8336,Twelve and Holding,400000,2005-09-11,95687,90,Released
8337,Twice Born,13000000,2012-09-13,18295,127,Released
8338,Twilight,37000000,2008-11-20,392616625,122,Released
8339,Twilight Zone: The Movie,10000000,1983-06-24,29450919,101,Released
8340,Twin Dragons,10000000,1992-01-15,8359717,89,Released
8341,Twin Peaks: Fire Walk with Me,10000000,1992-06-03,4160851,134,Released
8342,"Twinkle, Twinkle, Lucky Stars",9023199,1985-08-15,,105,Released
8343,Twins,15000000,1988-12-09,216614388,107,Released
8344,Twisted,50000000,2004-02-27,25195000,97,Released
8345,Twisted,140000,2013-11-28,,133,Released
8346,Twister,92000000,1996-05-10,494471524,113,Released
8347,Twixt,7000000,2011-09-10,,84,Released
8348,Two Brothers,74500000,2004-04-07,62172050,109,Released
8349,Two Can Play That Game,6000000,2001-09-07,,90,Released
